시간,건설공사비지수,기준금리,집값 변동률,스트레스 DSR,핵심규제지역,매수우위지수,"M2(평잔,계절조정계열)",가계대출,미분양 현황,건설공사비지수_lag1,건설공사비지수_lag2,건설공사비지수_lag3,기준금리_lag1,기준금리_lag2,기준금리_lag3,집값 변동률_lag1,집값 변동률_lag2,집값 변동률_lag3,스트레스 DSR_lag1,스트레스 DSR_lag2,스트레스 DSR_lag3,핵심규제지역_lag1,핵심규제지역_lag2,핵심규제지역_lag3,매수우위지수_lag1,매수우위지수_lag2,매수우위지수_lag3,"M2(평잔,계절조정계열)_lag1","M2(평잔,계절조정계열)_lag2","M2(평잔,계절조정계열)_lag3",가계대출_lag1,가계대출_lag2,가계대출_lag3,미분양 현황_lag1,미분양 현황_lag2,미분양 현황_lag3
16-Oct,87.71,1.25,0.24,0.0,0.0,88.3,2232353.3,891837.3,57330.0,87.62,86.35,86.52,1.25,1.25,1.25,0.1,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.0,84.4,76.5,69.1,2215033.9,2212930.6,2193889.4,881665.9,873305.7,861646.9,57330.0,57330.0,57330.0
16-Nov,87.93,1.25,0.22,0.0,0.0,66.2,2255845.8,903488.8,57330.0,87.71,87.62,86.35,1.25,1.25,1.25,0.24,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,88.3,84.4,76.5,2232353.3,2215033.9,2212930.6,891837.3,881665.9,873305.7,57330.0,57330.0,57330.0
16-Dec,88.36,1.25,0.05,0.0,0.0,53.6,2265136.6,908675.7,57330.0,87.93,87.71,87.62,1.25,1.25,1.25,0.22,0.24,0.1,0.0,0.0,0.0,0.0,0.0,0.0,66.2,88.3,84.4,2255845.8,2232353.3,2215033.9,903488.8,891837.3,881665.9,57330.0,57330.0,57330.0
17-Jan,89.99,1.25,0.01,0.0,0.0,44.1,2274550.6,908985.0,58838.0,88.36,87.93,87.71,1.25,1.25,1.25,0.05,0.22,0.24,0.0,0.0,0.0,0.0,0.0,0.0,53.6,66.2,88.3,2265136.6,2255845.8,2232353.3,908675.7,903488.8,891837.3,57330.0,57330.0,57330.0
17-Feb,90.17,1.25,-0.01,0.0,0.0,46.6,2282605.6,912946.4,58838.0,89.99,88.36,87.93,1.25,1.25,1.25,0.01,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,44.1,53.6,66.2,2274550.6,2265136.6,2255845.8,908985.0,908675.7,903488.8,58838.0,57330.0,57330.0
17-Mar,90.16,1.25,0.03,0.0,0.0,47.4,2294876.9,917092.7,58838.0,90.17,89.99,88.36,1.25,1.25,1.25,-0.01,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,46.6,44.1,53.6,2282605.6,2274550.6,2265136.6,912946.4,908985.0,908675.7,58838.0,58838.0,57330.0
17-Apr,90.11,1.25,0.06,0.0,0.0,48.9,2310909.5,922033.7,58838.0,90.16,90.17,89.99,1.25,1.25,1.25,0.03,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,47.4,46.6,44.1,2294876.9,2282605.6,2274550.6,917092.7,912946.4,908985.0,58838.0,58838.0,58838.0
17-May,89.96,1.25,0.11,0.0,0.0,56.3,2321693.3,929148.3,58838.0,90.11,90.16,90.17,1.25,1.25,1.25,0.06,0.03,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,48.9,47.4,46.6,2310909.5,2294876.9,2282605.6,922033.7,917092.7,912946.4,58838.0,58838.0,58838.0
17-Jun,89.88,1.25,0.22,0.0,0.0,69.4,2324589.3,935349.8,58838.0,89.96,90.11,90.16,1.25,1.25,1.25,0.11,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,56.3,48.9,47.4,2321693.3,2310909.5,2294876.9,929148.3,922033.7,917092.7,58838.0,58838.0,58838.0
17-Jul,89.88,1.25,0.15,0.0,0.0,69.2,2339181.8,941743.1,58838.0,89.88,89.96,90.11,1.25,1.25,1.25,0.22,0.11,0.06,0.0,0.0,0.0,0.0,0.0,0.0,69.4,56.3,48.9,2324589.3,2321693.3,2310909.5,935349.8,929148.3,922033.7,58838.0,58838.0,58838.0
17-Aug,90.06,1.25,0.24,0.0,1.0,63.0,2354321.9,949144.2,58838.0,89.88,89.88,89.96,1.25,1.25,1.25,0.15,0.22,0.11,0.0,0.0,0.0,0.0,0.0,0.0,69.2,69.4,56.3,2339181.8,2324589.3,2321693.3,941743.1,935349.8,929148.3,58838.0,58838.0,58838.0
17-Sep,91.74,1.25,0.05,0.0,1.0,52.0,2357905.7,954593.1,58838.0,90.06,89.88,89.88,1.25,1.25,1.25,0.24,0.15,0.22,0.0,0.0,0.0,1.0,0.0,0.0,63.0,69.2,69.4,2354321.9,2339181.8,2324589.3,949144.2,941743.1,935349.8,58838.0,58838.0,58838.0
17-Oct,92.01,1.25,0.07,0.0,1.0,53.9,2377964.0,962261.4,58838.0,91.74,90.06,89.88,1.25,1.25,1.25,0.05,0.24,0.15,0.0,0.0,0.0,1.0,1.0,0.0,52.0,63.0,69.2,2357905.7,2354321.9,2339181.8,954593.1,949144.2,941743.1,58838.0,58838.0,58838.0
17-Nov,92.05,1.5,0.07,0.0,1.0,47.0,2393249.7,970075.9,58838.0,92.01,91.74,90.06,1.25,1.25,1.25,0.07,0.05,0.24,0.0,0.0,0.0,1.0,1.0,1.0,53.9,52.0,63.0,2377964.0,2357905.7,2354321.9,962261.4,954593.1,949144.2,58838.0,58838.0,58838.0
17-Dec,92.15,1.5,0.08,0.0,1.0,45.0,2404905.7,974569.5,58838.0,92.05,92.01,91.74,1.5,1.25,1.25,0.07,0.07,0.05,0.0,0.0,0.0,1.0,1.0,1.0,47.0,53.9,52.0,2393249.7,2377964.0,2357905.7,970075.9,962261.4,954593.1,58838.0,58838.0,58838.0
18-Jan,93.52,1.5,0.14,0.0,1.0,51.8,2416728.8,977531.6,47797.0,92.15,92.05,92.01,1.5,1.5,1.25,0.08,0.07,0.07,0.0,0.0,0.0,1.0,1.0,1.0,45.0,47.0,53.9,2404905.7,2393249.7,2377964.0,974569.5,970075.9,962261.4,58838.0,58838.0,58838.0
18-Feb,93.55,1.5,0.2,0.0,1.0,54.6,2433495.6,979557.1,47797.0,93.52,92.15,92.05,1.5,1.5,1.5,0.14,0.08,0.07,0.0,0.0,0.0,1.0,1.0,1.0,51.8,45.0,47.0,2416728.8,2404905.7,2393249.7,977531.6,974569.5,970075.9,47797.0,58838.0,58838.0
18-Mar,93.6,1.5,0.1,0.0,1.0,52.8,2437719.2,983419.0,47797.0,93.55,93.52,92.15,1.5,1.5,1.5,0.2,0.14,0.08,0.0,0.0,0.0,1.0,1.0,1.0,54.6,51.8,45.0,2433495.6,2416728.8,2404905.7,979557.1,977531.6,974569.5,47797.0,47797.0,58838.0
18-Apr,93.74,1.5,-0.03,0.0,1.0,44.9,2444524.3,988831.2,47797.0,93.6,93.55,93.52,1.5,1.5,1.5,0.1,0.2,0.14,0.0,0.0,0.0,1.0,1.0,1.0,52.8,54.6,51.8,2437719.2,2433495.6,2416728.8,983419.0,979557.1,977531.6,47797.0,47797.0,47797.0
18-May,93.78,1.5,-0.15,0.0,1.0,42.1,2455881.4,993709.2,47797.0,93.74,93.6,93.55,1.5,1.5,1.5,-0.03,0.1,0.2,0.0,0.0,0.0,1.0,1.0,1.0,44.9,52.8,54.6,2444524.3,2437719.2,2433495.6,988831.2,983419.0,979557.1,47797.0,47797.0,47797.0
18-Jun,94.07,1.5,-0.15,0.0,1.0,41.0,2459364.0,998756.3,47797.0,93.78,93.74,93.6,1.5,1.5,1.5,-0.15,-0.03,0.1,0.0,0.0,0.0,1.0,1.0,1.0,42.1,44.9,52.8,2455881.4,2444524.3,2437719.2,993709.2,988831.2,983419.0,47797.0,47797.0,47797.0
18-Jul,94.12,1.5,-0.14,0.0,1.0,43.9,2472679.0,1002688.6,47797.0,94.07,93.78,93.74,1.5,1.5,1.5,-0.15,-0.15,-0.03,0.0,0.0,0.0,1.0,1.0,1.0,41.0,42.1,44.9,2459364.0,2455881.4,2444524.3,998756.3,993709.2,988831.2,47797.0,47797.0,47797.0
18-Aug,94.09,1.5,-0.1,0.0,1.0,57.6,2488391.7,1008529.4,47797.0,94.12,94.07,93.78,1.5,1.5,1.5,-0.14,-0.15,-0.15,0.0,0.0,0.0,1.0,1.0,1.0,43.9,41.0,42.1,2472679.0,2459364.0,2455881.4,1002688.6,998756.3,993709.2,47797.0,47797.0,47797.0
18-Sep,96.21,1.5,0.3,0.0,1.0,74.3,2486251.4,1012933.0,47797.0,94.09,94.12,94.07,1.5,1.5,1.5,-0.1,-0.14,-0.15,0.0,0.0,0.0,1.0,1.0,1.0,57.6,43.9,41.0,2488391.7,2472679.0,2459364.0,1008529.4,1002688.6,998756.3,47797.0,47797.0,47797.0
18-Oct,96.38,1.5,0.13,0.0,1.0,49.5,2508905.0,1020875.0,47797.0,96.21,94.09,94.12,1.5,1.5,1.5,0.3,-0.1,-0.14,0.0,0.0,0.0,1.0,1.0,1.0,74.3,57.6,43.9,2486251.4,2488391.7,2472679.0,1012933.0,1008529.4,1002688.6,47797.0,47797.0,47797.0
18-Nov,96.19,1.75,-0.03,0.0,1.0,39.8,2517948.1,1028154.8,47797.0,96.38,96.21,94.09,1.5,1.5,1.5,0.13,0.3,-0.1,0.0,0.0,0.0,1.0,1.0,1.0,49.5,74.3,57.6,2508905.0,2486251.4,2488391.7,1020875.0,1012933.0,1008529.4,47797.0,47797.0,47797.0
18-Dec,96.04,1.75,-0.18,0.0,1.0,32.5,2524352.2,1033565.4,47797.0,96.19,96.38,96.21,1.75,1.5,1.5,-0.03,0.13,0.3,0.0,0.0,0.0,1.0,1.0,1.0,39.8,49.5,74.3,2517948.1,2508905.0,2486251.4,1028154.8,1020875.0,1012933.0,47797.0,47797.0,47797.0
19-Jan,97.58,1.75,-0.29,0.0,1.0,29.8,2550186.4,1032937.2,19005.0,96.04,96.19,96.38,1.75,1.75,1.5,-0.18,-0.03,0.13,0.0,0.0,0.0,1.0,1.0,1.0,32.5,39.8,49.5,2524352.2,2517948.1,2508905.0,1033565.4,1028154.8,1020875.0,47797.0,47797.0,47797.0
19-Feb,97.62,1.75,-0.25,0.0,1.0,27.3,2552413.4,1034256.7,19005.0,97.58,96.04,96.19,1.75,1.75,1.75,-0.29,-0.18,-0.03,0.0,0.0,0.0,1.0,1.0,1.0,29.8,32.5,39.8,2550186.4,2524352.2,2517948.1,1032937.2,1033565.4,1028154.8,19005.0,47797.0,47797.0
19-Mar,97.76,1.75,-0.31,0.0,1.0,23.4,2570410.5,1035640.4,19005.0,97.62,97.58,96.04,1.75,1.75,1.75,-0.25,-0.29,-0.18,0.0,0.0,0.0,1.0,1.0,1.0,27.3,29.8,32.5,2552413.4,2550186.4,2524352.2,1034256.7,1032937.2,1033565.4,19005.0,19005.0,47797.0
19-Apr,97.74,1.75,-0.41,0.0,1.0,23.6,2582127.4,1039879.2,19005.0,97.76,97.62,97.58,1.75,1.75,1.75,-0.31,-0.25,-0.29,0.0,0.0,0.0,1.0,1.0,1.0,23.4,27.3,29.8,2570410.5,2552413.4,2550186.4,1035640.4,1034256.7,1032937.2,19005.0,19005.0,19005.0
19-May,97.77,1.75,-0.32,0.0,1.0,23.9,2586775.9,1044681.9,19005.0,97.74,97.76,97.62,1.75,1.75,1.75,-0.41,-0.31,-0.25,0.0,0.0,0.0,1.0,1.0,1.0,23.6,23.4,27.3,2582127.4,2570410.5,2552413.4,1039879.2,1035640.4,1034256.7,19005.0,19005.0,19005.0
19-Jun,97.73,1.75,-0.27,0.0,1.0,27.5,2606774.3,1049349.9,19005.0,97.77,97.74,97.76,1.75,1.75,1.75,-0.32,-0.41,-0.31,0.0,0.0,0.0,1.0,1.0,1.0,23.9,23.6,23.4,2586775.9,2582127.4,2570410.5,1044681.9,1039879.2,1035640.4,19005.0,19005.0,19005.0
19-Jul,97.71,1.5,-0.22,0.0,1.0,35.5,2620523.2,1055135.2,19005.0,97.73,97.77,97.74,1.75,1.75,1.75,-0.27,-0.32,-0.41,0.0,0.0,0.0,1.0,1.0,1.0,27.5,23.9,23.6,2606774.3,2586775.9,2582127.4,1049349.9,1044681.9,1039879.2,19005.0,19005.0,19005.0
19-Aug,97.72,1.5,-0.14,0.0,1.0,40.0,2644959.4,1061985.3,19005.0,97.71,97.73,97.77,1.5,1.75,1.75,-0.22,-0.27,-0.32,0.0,0.0,0.0,1.0,1.0,1.0,35.5,27.5,23.9,2620523.2,2606774.3,2586775.9,1055135.2,1049349.9,1044681.9,19005.0,19005.0,19005.0
19-Sep,98.91,1.5,-0.05,0.0,1.0,43.1,2662001.2,1066028.2,19005.0,97.72,97.71,97.73,1.5,1.5,1.75,-0.14,-0.22,-0.27,0.0,0.0,0.0,1.0,1.0,1.0,40.0,35.5,27.5,2644959.4,2620523.2,2606774.3,1061985.3,1055135.2,1049349.9,19005.0,19005.0,19005.0
19-Oct,98.73,1.25,0.11,0.0,1.0,48.0,2682026.6,1074036.7,19005.0,98.91,97.72,97.71,1.5,1.5,1.5,-0.05,-0.14,-0.22,0.0,0.0,0.0,1.0,1.0,1.0,43.1,40.0,35.5,2662001.2,2644959.4,2620523.2,1066028.2,1061985.3,1055135.2,19005.0,19005.0,19005.0
19-Nov,98.63,1.25,0.23,0.0,1.0,58.5,2710328.8,1079899.6,19005.0,98.73,98.91,97.72,1.25,1.5,1.5,0.11,-0.05,-0.14,0.0,0.0,0.0,1.0,1.0,1.0,48.0,43.1,40.0,2682026.6,2662001.2,2644959.4,1074036.7,1066028.2,1061985.3,19005.0,19005.0,19005.0
19-Dec,98.63,1.25,0.51,0.0,1.0,70.0,2716614.0,1083506.5,19005.0,98.63,98.73,98.91,1.25,1.25,1.5,0.23,0.11,-0.05,0.0,0.0,0.0,1.0,1.0,1.0,58.5,48.0,43.1,2710328.8,2682026.6,2662001.2,1079899.6,1074036.7,1066028.2,19005.0,19005.0,19005.0
20-Jan,99.86,1.25,0.37,0.0,1.0,68.1,2743827.9,1083000.6,17710.0,98.63,98.63,98.73,1.25,1.25,1.25,0.51,0.23,0.11,0.0,0.0,0.0,1.0,1.0,1.0,70.0,58.5,48.0,2716614.0,2710328.8,2682026.6,1083506.5,1079899.6,1074036.7,19005.0,19005.0,19005.0
20-Feb,99.8,1.25,0.45,0.0,1.0,71.8,2776793.5,1085914.4,17710.0,99.86,98.63,98.63,1.25,1.25,1.25,0.37,0.51,0.23,0.0,0.0,0.0,1.0,1.0,1.0,68.1,70.0,58.5,2743827.9,2716614.0,2710328.8,1083000.6,1083506.5,1079899.6,17710.0,19005.0,19005.0
20-Mar,99.53,0.75,0.79,0.0,1.0,74.3,2798640.8,1093996.5,17710.0,99.8,99.86,98.63,1.25,1.25,1.25,0.45,0.37,0.51,0.0,0.0,0.0,1.0,1.0,1.0,71.8,68.1,70.0,2776793.5,2743827.9,2716614.0,1085914.4,1083000.6,1083506.5,17710.0,17710.0,19005.0
20-Apr,99.26,0.75,0.38,0.0,1.0,58.3,2854169.7,1098979.3,17710.0,99.53,99.8,99.86,0.75,1.25,1.25,0.79,0.45,0.37,0.0,0.0,0.0,1.0,1.0,1.0,74.3,71.8,68.1,2798640.8,2776793.5,2743827.9,1093996.5,1085914.4,1083000.6,17710.0,17710.0,17710.0
20-May,99.25,0.5,0.16,0.0,1.0,59.6,2898342.4,1102488.7,17710.0,99.26,99.53,99.8,0.75,0.75,1.25,0.38,0.79,0.45,0.0,0.0,0.0,1.0,1.0,1.0,58.3,74.3,71.8,2854169.7,2798640.8,2776793.5,1098979.3,1093996.5,1085914.4,17710.0,17710.0,17710.0
20-Jun,99.35,0.5,0.58,0.0,2.0,88.2,2919411.8,1108498.0,17710.0,99.25,99.26,99.53,0.5,0.75,0.75,0.16,0.38,0.79,0.0,0.0,0.0,1.0,1.0,1.0,59.6,58.3,74.3,2898342.4,2854169.7,2798640.8,1102488.7,1098979.3,1093996.5,17710.0,17710.0,17710.0
20-Jul,99.31,0.5,0.89,0.0,2.0,81.9,2939115.7,1115389.8,17710.0,99.35,99.25,99.26,0.5,0.5,0.75,0.58,0.16,0.38,0.0,0.0,0.0,2.0,1.0,1.0,88.2,59.6,58.3,2919411.8,2898342.4,2854169.7,1108498.0,1102488.7,1098979.3,17710.0,17710.0,17710.0
20-Aug,99.35,0.5,0.65,0.0,2.0,74.2,2957901.9,1127381.2,17710.0,99.31,99.35,99.25,0.5,0.5,0.5,0.89,0.58,0.16,0.0,0.0,0.0,2.0,2.0,1.0,81.9,88.2,59.6,2939115.7,2919411.8,2898342.4,1115389.8,1108498.0,1102488.7,17710.0,17710.0,17710.0
20-Sep,100.64,0.5,0.57,0.0,2.0,71.3,2982103.5,1137429.5,17710.0,99.35,99.31,99.35,0.5,0.5,0.5,0.65,0.89,0.58,0.0,0.0,0.0,2.0,2.0,2.0,74.2,81.9,88.2,2957901.9,2939115.7,2919411.8,1127381.2,1115389.8,1108498.0,17710.0,17710.0,17710.0
20-Oct,100.63,0.5,0.4,0.0,2.0,73.8,3013051.7,1148905.9,17710.0,100.64,99.35,99.31,0.5,0.5,0.5,0.57,0.65,0.89,0.0,0.0,0.0,2.0,2.0,2.0,71.3,74.2,81.9,2982103.5,2957901.9,2939115.7,1137429.5,1127381.2,1115389.8,17710.0,17710.0,17710.0
20-Nov,100.97,0.5,0.75,0.0,2.0,90.3,3039765.8,1165134.0,17710.0,100.63,100.64,99.35,0.5,0.5,0.5,0.4,0.57,0.65,0.0,0.0,0.0,2.0,2.0,2.0,73.8,71.3,74.2,3013051.7,2982103.5,2957901.9,1148905.9,1137429.5,1127381.2,17710.0,17710.0,17710.0
20-Dec,102.04,0.5,1.34,0.0,2.0,103.4,3052959.4,1172737.3,17710.0,100.97,100.63,100.64,0.5,0.5,0.5,0.75,0.4,0.57,0.0,0.0,0.0,2.0,2.0,2.0,90.3,73.8,71.3,3039765.8,3013051.7,2982103.5,1165134.0,1148905.9,1137429.5,17710.0,17710.0,17710.0
21-Jan,104.07,0.5,1.14,0.0,2.0,96.6,3082103.7,1180818.4,68148.0,102.04,100.97,100.63,0.5,0.5,0.5,1.34,0.75,0.4,0.0,0.0,0.0,2.0,2.0,2.0,103.4,90.3,73.8,3052959.4,3039765.8,3013051.7,1172737.3,1165134.0,1148905.9,17710.0,17710.0,17710.0
21-Feb,104.74,0.5,1.31,0.0,2.0,98.8,3112805.6,1189039.8,68148.0,104.07,102.04,100.97,0.5,0.5,0.5,1.14,1.34,0.75,0.0,0.0,0.0,2.0,2.0,2.0,96.6,103.4,90.3,3082103.7,3052959.4,3039765.8,1180818.4,1172737.3,1165134.0,68148.0,17710.0,17710.0
21-Mar,105.89,0.5,1.07,0.0,2.0,88.9,3139751.8,1196829.2,68148.0,104.74,104.07,102.04,0.5,0.5,0.5,1.31,1.14,1.34,0.0,0.0,0.0,2.0,2.0,2.0,98.8,96.6,103.4,3112805.6,3082103.7,3052959.4,1189039.8,1180818.4,1172737.3,68148.0,68148.0,17710.0
21-Apr,108.16,0.5,1.01,0.0,2.0,84.0,3176515.7,1215584.8,68148.0,105.89,104.74,104.07,0.5,0.5,0.5,1.07,1.31,1.14,0.0,0.0,0.0,2.0,2.0,2.0,88.9,98.8,96.6,3139751.8,3112805.6,3082103.7,1196829.2,1189039.8,1180818.4,68148.0,68148.0,68148.0
21-May,110.11,0.5,0.98,0.0,2.0,85.3,3208328.8,1211393.3,68148.0,108.16,105.89,104.74,0.5,0.5,0.5,1.01,1.07,1.31,0.0,0.0,0.0,2.0,2.0,2.0,84.0,88.9,98.8,3176515.7,3139751.8,3112805.6,1215584.8,1196829.2,1189039.8,68148.0,68148.0,68148.0
21-Jun,111.33,0.5,1.7,0.0,2.0,94.6,3219485.9,1218040.2,68148.0,110.11,108.16,105.89,0.5,0.5,0.5,0.98,1.01,1.07,0.0,0.0,0.0,2.0,2.0,2.0,85.3,84.0,88.9,3208328.8,3176515.7,3139751.8,1211393.3,1215584.8,1196829.2,68148.0,68148.0,68148.0
21-Jul,112.51,0.5,1.21,0.0,2.0,101.5,3257056.3,1230863.7,68148.0,111.33,110.11,108.16,0.5,0.5,0.5,1.7,0.98,1.01,0.0,0.0,0.0,2.0,2.0,2.0,94.6,85.3,84.0,3219485.9,3208328.8,3176515.7,1218040.2,1211393.3,1215584.8,68148.0,68148.0,68148.0
21-Aug,114.13,0.75,1.34,0.0,2.0,114.8,3293240.3,1238684.5,68148.0,112.51,111.33,110.11,0.5,0.5,0.5,1.21,1.7,0.98,0.0,0.0,0.0,2.0,2.0,2.0,101.5,94.6,85.3,3257056.3,3219485.9,3208328.8,1230863.7,1218040.2,1211393.3,68148.0,68148.0,68148.0
21-Sep,115.52,0.75,1.19,0.0,2.0,108.3,3314910.6,1247144.7,68148.0,114.13,112.51,111.33,0.75,0.5,0.5,1.34,1.21,1.7,0.0,0.0,0.0,2.0,2.0,2.0,114.8,101.5,94.6,3293240.3,3257056.3,3219485.9,1238684.5,1230863.7,1218040.2,68148.0,68148.0,68148.0
21-Oct,116.79,0.75,1.18,0.0,2.0,99.9,3350841.4,1253287.8,68148.0,115.52,114.13,112.51,0.75,0.75,0.5,1.19,1.34,1.21,0.0,0.0,0.0,2.0,2.0,2.0,108.3,114.8,101.5,3314910.6,3293240.3,3257056.3,1247144.7,1238684.5,1230863.7,68148.0,68148.0,68148.0
21-Nov,117.19,1.0,0.8,0.0,2.0,75.5,3394545.9,1259077.6,68148.0,116.79,115.52,114.13,0.75,0.75,0.75,1.18,1.19,1.34,0.0,0.0,0.0,2.0,2.0,2.0,99.9,108.3,114.8,3350841.4,3314910.6,3293240.3,1253287.8,1247144.7,1238684.5,68148.0,68148.0,68148.0
21-Dec,117.37,1.0,0.33,0.0,2.0,62.0,3411438.0,1259892.6,68148.0,117.19,116.79,115.52,1.0,0.75,0.75,0.8,1.18,1.19,0.0,0.0,0.0,2.0,2.0,2.0,75.5,99.9,108.3,3394545.9,3350841.4,3314910.6,1259077.6,1253287.8,1247144.7,68148.0,68148.0,68148.0
22-Jan,119.77,1.25,0.08,0.0,2.0,52.6,3449516.3,1258229.5,62489.0,117.37,117.19,116.79,1.0,1.0,0.75,0.33,0.8,1.18,0.0,0.0,0.0,2.0,2.0,2.0,62.0,75.5,99.9,3411438.0,3394545.9,3350841.4,1259892.6,1259077.6,1253287.8,68148.0,68148.0,68148.0
22-Feb,120.14,1.25,-0.02,0.0,2.0,50.1,3487090.3,1256849.7,62489.0,119.77,117.37,117.19,1.25,1.0,1.0,0.08,0.33,0.8,0.0,0.0,0.0,2.0,2.0,2.0,52.6,62.0,75.5,3449516.3,3411438.0,3394545.9,1258229.5,1259892.6,1259077.6,62489.0,68148.0,68148.0
22-Mar,121.46,1.25,-0.06,0.0,2.0,50.4,3490107.7,1252757.2,62489.0,120.14,119.77,117.37,1.25,1.25,1.0,-0.02,0.08,0.33,0.0,0.0,0.0,2.0,2.0,2.0,50.1,52.6,62.0,3487090.3,3449516.3,3411438.0,1256849.7,1258229.5,1259892.6,62489.0,62489.0,68148.0
22-Apr,123.27,1.5,0.0,0.0,2.0,51.5,3501103.0,1252865.3,62489.0,121.46,120.14,119.77,1.25,1.25,1.25,-0.06,-0.02,0.08,0.0,0.0,0.0,2.0,2.0,2.0,50.4,50.1,52.6,3490107.7,3487090.3,3449516.3,1252757.2,1256849.7,1258229.5,62489.0,62489.0,62489.0
